Case,year,Month,service,departure station,arrival_station,journey_time_avg,total_num_trips,num_of_canceled_trains,comment_cancellations,num_late_at_departure,avg_delay_late_at_departure,avg_delay_all_departing,comment_delays_at_departure,num_arriving_late,avg_delay_late_on_arrival,avg_delay_all_arriving,comment_delays_on_arrival,delay_cause_external_cause,delay_cause_rail_infrastructure,delay_cause_traffic_management,delay_cause_rolling_stock,delay_cause_station_management,delay_cause_travelers,num_greater_15_min_late,avg_delay_late_greater_15_min,num_greater_30_min_late,num_greater_60_min_late
1452,2015,12,National,PARIS LYON,ANNECY,222.3272727,165,0,#N/A,7,13.57142857,0.709090909,#N/A,14,30.07142857,3.860606061,#N/A,0.285714286,0,0.428571429,0.285714286,0,0,14,30.0714286,5,1
1453,2015,12,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.0280374,217,3,#N/A,6,13,0.429906542,#N/A,7,17,1.957943925,#N/A,0.142857143,0,0.285714286,0.142857143,0.428571429,0,4,20.75,0,0
1454,2015,12,National,DIJON VILLE,PARIS LYON,97.38146552,467,3,#N/A,69,12.37681159,2.663793103,#N/A,25,24,0.534482759,#N/A,0.083333333,0.25,0.291666667,0.25,0.041666667,0.083333333,14,32.7142857,4,1
1455,2015,12,National,PARIS LYON,NICE VILLE,339.1467662,201,0,#N/A,4,16.5,0.417910448,#N/A,19,46.78947368,5.68159204,Un accident de personne à Cassis le 27 décembre a généré des retards importants sur cette relation,0.210526316,0.052631579,0.473684211,0.157894737,0.105263158,0,19,46.7894737,9,4
1456,2015,12,National,PARIS MONTPARNASSE,LAVAL,96.57659574,235,0,#N/A,12,20.5,1.191489362,#N/A,19,36.15789474,3.174468085,#N/A,0.555555556,0.222222222,0,0,0.166666667,0.055555556,16,40.75,7,3
1457,2015,12,National,LAVAL,PARIS MONTPARNASSE,100.5429185,233,0,#N/A,23,19.65217391,2.394849785,#N/A,18,39.38888889,3.557939914,#N/A,0.235294118,0.294117647,0.176470588,0.235294118,0,0.058823529,14,47,7,2
1458,2015,12,National,LE MANS,PARIS MONTPARNASSE,56.75982533,458,0,#N/A,39,28.92307692,3.006550218,#N/A,63,22.46031746,3.327510917,#N/A,0.25862069,0.327586207,0.137931034,0.137931034,0.051724138,0.086206897,23,45.6521739,10,4
1459,2015,12,National,PARIS MONTPARNASSE,ST MALO,184.2623762,101,0,#N/A,4,9,0.475247525,#N/A,8,43.875,3.396039604,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)",0.625,0.25,0,0.125,0,0,8,43.875,4,1
1460,2015,12,National,ST MALO,PARIS MONTPARNASSE,191.9313725,102,0,#N/A,1,11,0.18627451,#N/A,6,64.33333333,4.617647059,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)",0.4,0.2,0.2,0.2,0,0,6,64.3333333,4,2
1461,2015,12,National,VANNES,PARIS MONTPARNASSE,202.1142241,232,0,#N/A,5,21.8,0.754310345,#N/A,17,50.47058824,4.017241379,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)",0.375,0.375,0.1875,0,0,0.0625,17,50.4705882,10,4
1462,2015,12,National,ARRAS,PARIS NORD,51,309,0,#N/A,22,21.09090909,2.055016181,#N/A,33,18.66666667,2.294498382,#N/A,0.03125,0.34375,0.3125,0.09375,0.09375,0.125,7,56.4285714,2,1
1463,2015,12,National,PARIS NORD,DOUAI,66.42424242,198,0,#N/A,5,6.6,0.414141414,#N/A,17,11,1.611111111,#N/A,0.0625,0.25,0.3125,0.125,0.25,0,2,29.5,1,0
1464,2015,12,National,LILLE,LYON PART DIEU,190.5436893,309,0,#N/A,21,13.66666667,1.511326861,#N/A,25,28.84,3.851132686,#N/A,0.291666667,0.041666667,0.208333333,0.291666667,0.125,0.041666667,22,30.9090909,7,3
1465,2015,12,National,LYON PART DIEU,LILLE,187.4352518,278,0,#N/A,109,14.13761468,6.744604317,#N/A,38,26.05263158,5.043165468,#N/A,0.184210526,0.052631579,0.368421053,0.157894737,0.157894737,0.078947368,30,29.6333333,7,3
1466,2015,12,National,LYON PART DIEU,MARSEILLE ST CHARLES,101.3674304,612,1,#N/A,140,17.49285714,4.857610475,#N/A,85,32.61176471,5.276595745,#N/A,0.253012048,0.144578313,0.253012048,0.096385542,0.168674699,0.084337349,55,43.1454545,26,11
1467,2015,12,International,PARIS EST,FRANCFORT,99.52816901,142,0,#N/A,8,13,1.007042254,#N/A,9,21.33333333,1.823943662,#N/A,0.166666667,0,0,0.5,0.166666667,0.166666667,7,24,1,0
1468,2015,12,International,FRANCFORT,PARIS EST,99.92857143,70,0,#N/A,31,15.58064516,8.157142857,#N/A,12,27.25,6.371428571,#N/A,0,0,1,0,0,0,9,31.8888889,2,1
1469,2015,12,International,GENEVE,PARIS LYON,171.5226337,243,0,#N/A,22,13.09090909,2.144032922,#N/A,13,20.61538462,-0.065843621,#N/A,0.153846154,0.153846154,0.461538462,0.153846154,0.076923077,0,7,27.2857143,2,0
1470,2015,12,International,PARIS LYON,LAUSANNE,177.75,8,0,#N/A,0,0,0,#N/A,#N/A,#N/A,1.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1471,2015,12,International,PARIS LYON,ZURICH,141.784375,160,0,#N/A,5,24.8,0.875,#N/A,10,28.9,2.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,39.8333333,5,1
1472,2016,1,National,METZ,PARIS EST,85.91917293,266,0,#N/A,22,15.86363636,1.654135338,#N/A,26,18.96153846,1.842105263,#N/A,0.230769231,0.115384615,0.576923077,0.038461538,0,0.038461538,6,49.5,4,2
1473,2016,1,National,NANCY,PARIS EST,92.15810277,253,0,#N/A,9,19,0.95256917,#N/A,15,28.06666667,0.565217391,#N/A,0.153846154,0.615384615,0.076923077,0.153846154,0,0,7,50.4285714,6,2
1474,2016,1,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.08163265,196,1,#N/A,30,12.5,2.87755102,#N/A,17,14.76470588,0.096938776,#N/A,0.058823529,0.235294118,0.294117647,0.235294118,0.176470588,0,8,21.875,1,0
1475,2016,1,National,PARIS LYON,MULHOUSE VILLE,167.1314741,251,0,#N/A,14,23.5,1.490039841,#N/A,29,30.5862069,4.366533865,#N/A,0.392857143,0.285714286,0.071428571,0.107142857,0.107142857,0.035714286,20,38.75,11,2
1476,2016,1,National,NICE VILLE,PARIS LYON,342.2232143,168,3,#N/A,16,22.1875,2.821428571,#N/A,16,40.5,2.589285714,Les conditions climatiques (embruns maritimes) ont généré une coupure d'alimentation électrique des caténaires le 14 janvier entre Antibes et Nice,0.375,0.1875,0.125,0.1875,0.0625,0.0625,16,40.5,8,2
1477,2016,1,National,PARIS LYON,PERPIGNAN,309.5740741,108,0,#N/A,5,20.4,1.037037037,#N/A,10,34.8,3.462962963,#N/A,0.5,0.4,0,0.1,0,0,10,34.8,3,1
1478,2016,1,National,PARIS MONTPARNASSE,ANGOULEME,157.1724138,290,1,#N/A,7,16.71428571,0.510344828,#N/A,13,30.38461538,0.586206897,#N/A,0.666666667,0.083333333,0.166666667,0,0.083333333,0,11,33.6363636,4,1
1479,2016,1,National,BREST,PARIS MONTPARNASSE,273.8872549,204,0,#N/A,4,11,0.303921569,#N/A,8,38,2.416666667,#N/A,0.25,0.25,0.375,0.125,0,0,8,38,3,1
1480,2016,1,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,195.6075,200,0,#N/A,6,21.16666667,0.705,#N/A,5,25.4,3.25,#N/A,0.25,0.5,0,0,0,0.25,5,25.4,0,0
1481,2016,1,National,PARIS MONTPARNASSE,LE MANS,55.48205128,390,0,#N/A,5,12.8,0.31025641,#N/A,14,14.64285714,0.776923077,#N/A,0.071428571,0.214285714,0.142857143,0.285714286,0.214285714,0.071428571,6,22.5,0,0
1482,2016,1,National,NANTES,PARIS MONTPARNASSE,134.8668639,507,0,#N/A,30,16.86666667,1.3234714,#N/A,39,36.74358974,3.435897436,#N/A,0.307692308,0.333333333,0.205128205,0.102564103,0.051282051,0,28,46.1428571,15,7
1483,2016,1,National,PARIS MONTPARNASSE,POITIERS,104.2312775,454,0,#N/A,13,17.15384615,0.603524229,#N/A,18,22.27777778,0.724669604,#N/A,0.266666667,0.266666667,0.2,0.133333333,0.066666667,0.066666667,12,27.5,5,0
1484,2016,1,National,POITIERS,PARIS MONTPARNASSE,104.0580866,439,0,#N/A,50,12.26,2.273348519,#N/A,15,24.73333333,0.535307517,#N/A,0.5,0.214285714,0.071428571,0.071428571,0.071428571,0.071428571,9,32.8888889,6,0
1485,2016,1,National,QUIMPER,PARIS MONTPARNASSE,277.7395833,192,0,#N/A,0,0,0.041666667,#N/A,6,44.66666667,2.322916667,#N/A,0.166666667,0.333333333,0.5,0,0,0,6,44.6666667,3,1
1486,2016,1,National,RENNES,PARIS MONTPARNASSE,133.1895161,496,1,#N/A,42,16.11904762,1.635080645,#N/A,32,21.34375,1.693548387,#N/A,0.258064516,0.322580645,0.129032258,0.032258065,0.161290323,0.096774194,14,32.6428571,4,1
1487,2016,1,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,329.2089552,134,3,#N/A,6,11.33333333,0.686567164,#N/A,21,55.14285714,10.38059701,#N/A,0.761904762,0.142857143,0.095238095,0,0,0,21,55.1428571,15,7
1488,2016,1,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,339.0125,160,1,#N/A,7,17,0.9625,#N/A,15,38.46666667,4.25625,#N/A,0.6,0.333333333,0,0.066666667,0,0,15,38.4666667,8,2
1489,2016,1,National,PARIS MONTPARNASSE,TOURS,74.93902439,164,1,#N/A,4,24,0.682926829,#N/A,17,13.23529412,1.640243902,#N/A,0.133333333,0,0.133333333,0.4,0.2,0.133333333,5,23.4,1,0
1490,2016,1,National,LILLE,PARIS NORD,63.17125984,508,1,#N/A,15,9.333333333,0.633858268,#N/A,41,11.65853659,1.084645669,#N/A,0.131578947,0.236842105,0.315789474,0.105263158,0.078947368,0.131578947,6,26.8333333,1,0
1491,2016,1,National,LYON PART DIEU,LILLE,186.6169355,248,1,#N/A,88,15.21590909,6.443548387,#N/A,31,30.90322581,5.709677419,#N/A,0.35483871,0.193548387,0.225806452,0.096774194,0.129032258,0,30,31.5333333,12,2
1492,2016,1,National,MARSEILLE ST CHARLES,LYON PART DIEU,101.9131737,501,1,#N/A,32,18.375,1.415169661,#N/A,52,25.28846154,4.690618762,#N/A,0.31372549,0.254901961,0.215686275,0.137254902,0.058823529,0.019607843,34,31.9117647,8,3
1493,2016,1,National,MARSEILLE ST CHARLES,LILLE,295.9792746,193,0,#N/A,11,18.36363636,1.321243523,#N/A,26,31.96153846,6.082901554,#N/A,0.384615385,0.192307692,0.269230769,0.115384615,0.038461538,0,26,31.9615385,11,2
1494,2016,1,International,STUTTGART,PARIS EST,150.4423077,104,0,#N/A,37,12.05405405,5.923076923,#N/A,14,26.57142857,4.153846154,#N/A,0.071428571,0,0.785714286,0.071428571,0,0.071428571,10,32.5,3,1
1495,2016,1,International,GENEVE,PARIS LYON,170.9690265,226,0,#N/A,20,12.5,1.907079646,#N/A,21,25.85714286,1.318584071,#N/A,0.333333333,0.095238095,0.238095238,0.238095238,0.047619048,0.047619048,14,32.5714286,5,2
1496,2015,11,National,PARIS LYON,AVIGNON TGV,161.7584158,505,0,#N/A,15,12.6,0.483168317,#N/A,46,20.58695652,3.233663366,#N/A,0.369565217,0.130434783,0.086956522,0.282608696,0.086956522,0.043478261,21,29.8095238,7,1
1497,2015,11,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.145933,209,0,#N/A,11,15.09090909,0.866028708,#N/A,19,23.52631579,3.669856459,#N/A,0.333333333,0.222222222,0.055555556,0.166666667,0.111111111,0.111111111,12,29.8333333,3,1
1498,2015,11,National,PARIS LYON,MACON LOCHE,98.0721393,201,0,#N/A,7,14.71428571,0.631840796,#N/A,11,19.90909091,2.92039801,#N/A,0.454545455,0.090909091,0,0.363636364,0.090909091,0,6,26.6666667,2,0
1499,2015,11,National,MACON LOCHE,PARIS LYON,101.2717949,195,0,#N/A,54,20.68518519,6.825641026,#N/A,22,37.77272727,3.123076923,#N/A,0.181818182,0.227272727,0.227272727,0.090909091,0.181818182,0.090909091,15,49.2,9,5
1500,2015,11,National,MONTPELLIER,PARIS LYON,206.6996951,329,1,#N/A,78,35.84615385,9.06402439,#N/A,69,56.68115942,10.9054878,"Suite aux attentats du 13 novembre à Paris, une recrudescence d'alertes à la bombe et d'interventions des forces de l'ordre ont impacté la régularité des TGV",0.303030303,0.46969697,0.015151515,0.136363636,0.03030303,0.045454545,69,56.6811594,45,21
1501,2015,12,National,MARSEILLE ST CHARLES,LILLE,295.8695652,207,0,#N/A,10,12,0.927536232,#N/A,24,30.375,5.299516908,#N/A,0.125,0.041666667,0.375,0.166666667,0.166666667,0.125,24,30.375,5,3
1502,2015,12,National,RENNES,LYON PART DIEU,260.2474227,97,0,#N/A,12,14.33333333,2.268041237,#N/A,8,59.125,4.402061856,"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 04: un colis suspect en gare de Lyon Part-Dieu (44TGV; 1444mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)",0.285714286,0.285714286,0,0.285714286,0.142857143,0,8,59.125,5,3
1503,2015,12,National,STRASBOURG,NANTES,317.902439,41,0,#N/A,1,14,0.390243902,#N/A,1,70,3.146341463,Accident de personne au Mans,1,0,0,0,0,0,1,70,1,1
1504,2015,12,International,STUTTGART,PARIS EST,150.220339,118,0,#N/A,55,12.29090909,7.203389831,#N/A,25,25.92,6.457627119,Les contrôles aux frontières sens Allemagne-France se poursuivent à Forbach et Strasbourg et impactent la régularité.,0.04,0,0.88,0.04,0.04,0,14,35.8571429,4,1
1505,2015,12,International,ITALIE,PARIS LYON,259.1666667,90,0,#N/A,19,18,4.511111111,#N/A,14,28.14285714,4.1,#N/A,0.214285714,0.071428571,0.142857143,0.357142857,0.142857143,0.071428571,14,28.1428571,3,1
1506,2015,12,International,LAUSANNE,PARIS LYON,180.7061404,114,0,#N/A,3,7.666666667,1.026315789,#N/A,1,28,-0.596491228,#N/A,1,0,0,0,0,0,1,28,0,0
1507,2016,5,National,AVIGNON TGV,PARIS LYON,164.8106195,565,0,#N/A,137,20.2189781,5.8,#N/A,78,46.70512821,5.359292035,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.532467532,0.155844156,0.090909091,0.103896104,0.103896104,0.012987013,60,56.8333333,35,18
1508,2016,5,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,129.9342105,190,0,#N/A,7,23.85714286,1.221052632,#N/A,10,30.1,0.278947368,#N/A,0.5,0.2,0.1,0.2,0,0,8,34.375,5,1
1509,2016,5,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,177.7044025,159,2,#N/A,44,15.54545455,5.094339623,#N/A,29,26.20689655,4.490566038,#N/A,0.206896552,0.24137931,0.24137931,0.103448276,0.103448276,0.103448276,23,29.5652174,8,2
1510,2016,5,National,PARIS LYON,MACON LOCHE,96.20663265,196,0,#N/A,7,20,0.87244898,#N/A,6,30.66666667,0.566326531,#N/A,0.5,0.166666667,0,0.166666667,0.166666667,0,5,34.6,2,1
1511,2016,5,National,MARSEILLE ST CHARLES,PARIS LYON,201.5078829,444,0,#N/A,46,23.26086957,2.689189189,#N/A,38,58.28947368,4.162162162,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.657894737,0.026315789,0.052631579,0.105263158,0.157894737,0,38,58.2894737,22,12
1512,2016,5,National,PARIS LYON,MULHOUSE VILLE,167.0321429,280,0,#N/A,6,17.83333333,0.55,#N/A,15,31.93333333,2.728571429,#N/A,0.333333333,0.266666667,0.133333333,0.066666667,0.133333333,0.066666667,9,44.8888889,6,2
1513,2016,5,National,MULHOUSE VILLE,PARIS LYON,168.2086207,290,8,#N/A,26,19.26923077,2.551724138,#N/A,22,32.04545455,1.020689655,#N/A,0.454545455,0.181818182,0.272727273,0.090909091,0,0,17,37.8235294,8,3
1514,2016,5,National,PARIS LYON,NICE VILLE,338.6490385,208,2,#N/A,10,20.1,1.221153846,#N/A,37,36.89189189,9.5625,#N/A,0.621621622,0.162162162,0,0.108108108,0.081081081,0.027027027,37,36.8918919,13,4
1515,2016,5,National,NICE VILLE,PARIS LYON,342.8574879,207,3,#N/A,12,9.916666667,1.028985507,#N/A,31,57.25806452,7.850241546,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.633333333,0.133333333,0.1,0.066666667,0.033333333,0.033333333,31,57.2580645,21,11
1516,2016,5,National,PARIS LYON,TOULON,235.2037736,265,0,#N/A,13,17.30769231,1.079245283,#N/A,36,49.02777778,7.369811321,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.75,0.111111111,0.055555556,0.027777778,0.027777778,0.027777778,36,49.0277778,17,6
1517,2016,5,National,PARIS LYON,VALENCE ALIXAN TGV,131.1967509,277,0,#N/A,26,20.23076923,2.007220217,#N/A,37,36.7027027,5.364620939,#N/A,0.432432432,0.135135135,0.054054054,0.27027027,0.081081081,0.027027027,25,48.2,12,5
1518,2016,5,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,210.1968191,503,1,#N/A,29,27.44827586,1.75944334,#N/A,71,48.76056338,10.77733598,"Cette liaison a été ralentie par d'importantes zones de travaux entre Poitiers & Angoulême .
Par ailleurs, elle a été touchée par:
Le 03 : une fuite de matières dangereuses sur un train fret d'une autre entreprise ferroviaire à Poitiers  (38 TGV pour 2941min perdues);
Le 20 : la panne d'un TGV sur la Ligne à Grande Vitesse au Nord de Tours (25 TGV pour 625min perdues);
Le 23:  la panne d'un train de marchandises à Port de Piles (32 TGV pour 858min perdues);
Le 24 : un accident de personne près de Poitiers (24 TGV pour 1845min perdues);
Le 27 : un dérangement informatique près de Tours (47 TGV pour 4787min perdues) et la présence d'une personne dans les voies à Massy en région parisienne (27 TGV pour 455min perdues);
Le 29 : un dérangement des installations én région parisienne (35 TGV pour 1508min perdues).",0.14084507,0.535211268,0.126760563,0.070422535,0.070422535,0.056338028,71,48.7605634,30,14
1519,2016,5,National,PARIS NORD,DOUAI,72.8071066,197,1,#N/A,8,17.125,0.903553299,#N/A,16,29.8125,3.106598985,#N/A,0.538461538,0.076923077,0.076923077,0.230769231,0.076923077,0,8,51,5,2
1520,2016,5,National,LILLE,LYON PART DIEU,192.5523256,258,1,#N/A,37,15.35135135,2.724806202,#N/A,31,31.03225806,4.511627907,#N/A,0.193548387,0.161290323,0.322580645,0.193548387,0.129032258,0,25,35.56,9,3
1521,2016,5,National,MARSEILLE ST CHARLES,LYON PART DIEU,103.8714556,529,0,#N/A,56,27.28571429,3.275992439,#N/A,69,43.37681159,7.349716446,"Mois marqué par neuf accidents de personne et cinq heurts d'animaux, qui ont eu un fort impact sur l'ensemble des relations",0.382352941,0.220588235,0.073529412,0.102941176,0.191176471,0.029411765,55,51.1818182,23,14
1522,2016,5,National,LILLE,MARSEILLE ST CHARLES,303.1717949,195,0,#N/A,22,13.45454545,1.964102564,#N/A,39,42.76923077,9.635897436,"Un mois de mai marqué par les premiers mouvements sociaux en France ainsi qu'en Belgique.
Il y a eu plusieurs accidents de personnes (Grenay le 10,  Marolles le 17, Lyon Part-Dieu le 27 et Nimes le 30) ainsi que deux heurts d'animaux le 19.
A cela s'ajoute quelques défauts d'alimentation électrique en début de mois et d'importantes intempéries en fin de mois.",0.307692308,0.205128205,0.205128205,0.153846154,0.076923077,0.051282051,39,42.7692308,16,6
1523,2016,5,National,LYON PART DIEU,RENNES,262.4529412,85,0,#N/A,36,18.08333333,8.517647059,#N/A,14,43.85714286,8.741176471,"Cette liaison a été ralentie par d'importantes zones de travaux dans le secteur de Rennes .
Par ailleurs, elle a été touchée par:
Le 10: la présence de personnes dans les voies à Rennes (14 TGV pour 495min perdues) et un accident de personne survenu près de Lyon (67 TGV pour 3979min perdues);
Le 15 : un dérangement d'installation au Mans (41 TGV pour 690min perdues);
Le 17: un accident de personne en Seine et Marne (88 TGV pour 3644min perdues;
Le 27: la présence d'une personne dans les voies à Massy en région parisienne (27 TGV pour 455min perdues)
Le 29 : un dérangement des installations én région parisienne (35 TGV pour 1508min perdues).
Le 31: un arbre sur la caténaire à La Milesse (44 TGV pour 1721min perdues) et un accident de personne au Mans (10 TGV pour 226min perdues).",0.571428571,0.285714286,0,0.071428571,0.071428571,0,14,43.8571429,6,3
